Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Rest_Calendar_date.nager.at1,100,167,67,2127,217.73,0.000%,.30870,0.89,0.04,2962.7
Rest_Calendar_date.nager.at2,100,52,24,323,43.50,0.000%,.31062,0.58,0.04,1917.6
Rest_Calendar_date.nager.at3,100,110,29,1561,184.00,0.000%,.31049,6.38,0.04,21040.3
Rest_Calendar_github_isdayoff,100,1279,532,3868,894.38,0.000%,.30911,81.92,0.04,271379.9
Rest_Calendar_calapi1,100,147,113,332,42.48,0.000%,.31272,3.01,0.05,9869.0
Rest_Calendar_calapi2,100,147,113,311,40.32,0.000%,.31289,2.80,0.05,9171.0
Rest_Calendar_calapi3,100,154,113,568,63.11,0.000%,.31307,2.91,0.05,9505.0
Rest_Development_24pullrequests,100,30522,12694,60362,4833.66,98.000%,.28604,88.67,0.04,317444.5
Rest_Development_api.apicagent,100,332,190,786,126.98,0.000%,.29630,0.34,0.07,1186.2
Rest_Development_api.apis.guru1,100,257,28,2311,297.19,0.000%,.29640,4.26,0.04,14710.9
Rest_Development_api.apis.guru2,100,287,28,2747,354.62,0.000%,.29641,17.98,0.04,62104.9
Rest_Development_api.apis.guru3,100,48,9,354,49.94,0.000%,.29641,0.79,0.04,2718.9
Rest_Development_api.apis.guru4,100,41,8,172,30.55,0.000%,.29637,0.47,0.04,1635.9
Rest_Development_api.apis.guru5,100,53,7,246,46.50,0.000%,.29633,0.20,0.04,695.9
Rest_Development_api.apis.guru6,100,45,7,335,44.37,0.000%,.29627,0.48,0.04,1661.9
Rest_Development_api.apis.guru7,92,69751,2126,110269,36950.57,0.000%,.22584,1953.20,0.03,8856040.0
Rest_Development_api.apis.guru8,92,165,6,2533,308.67,0.000%,.22714,0.38,0.03,1721.9
Rest_Development_api.apis.guru9,92,303,16,3393,537.63,0.000%,.22712,9.25,0.03,41694.9
Rest_Development_api.apis.guru10,92,65,7,1917,197.68,0.000%,.22708,0.48,0.03,2155.9
Rest_Development_api.apis.guru11,92,120,8,2527,375.46,0.000%,.22708,1.16,0.03,5245.9
Rest_Development_api.apis.guru12,92,39,7,351,40.55,0.000%,.22708,0.40,0.03,1799.9
Rest_Development_http2.pro,92,205,56,3018,331.52,0.000%,.22704,0.22,0.03,970.0
Rest_Development_qrtag.net1,92,20184,514,1782631,184755.38,1.087%,.04250,0.92,0.01,22107.7
Rest_Development__qrtag.net2,91,433,253,3674,474.16,0.000%,.22470,4.77,0.04,21743.0
Rest_Development__qrtag.net3,91,337,260,763,79.96,0.000%,.22469,0.18,0.03,803.0
Rest_Development_reqres.in1,91,232,72,3093,343.77,0.000%,.22479,0.42,0.03,1933.0
Rest_Development__reqres.in2,91,59,22,477,62.83,0.000%,.22491,0.35,0.03,1611.0
Rest_Email_disify1,91,424,305,793,103.91,0.000%,.22473,0.24,0.03,1073.0
Rest_Email_disify2,91,165,106,768,112.74,0.000%,.22507,0.25,0.04,1145.0
Rest_Email_api.eva.pingutil1,91,2047,1807,2675,147.34,0.000%,.22404,0.09,0.03,399.0
Rest_Email_api.guerrillamail,91,1107,604,3352,376.10,0.000%,.22466,0.23,0.04,1030.9
Rest_Email_open.kickbox.com,91,1655,406,12548,1519.16,0.000%,.22472,44.53,0.12,202893.3
Rest_Email_mailcheck.ai1,91,508,255,3123,363.67,0.000%,.22501,3.56,0.03,16214.4
Rest_Email_mailcheck.ai2,91,628,457,1620,194.34,0.000%,.22493,0.27,0.03,1214.9
Rest_Email_api.eva.pingutil2,91,141,83,497,81.66,0.000%,.22524,0.09,0.03,407.0
Rest_Email_api.eva.pingutil3,91,129,82,369,47.50,0.000%,.22520,0.09,0.03,397.0
Rest_Email_api.eva.pingutil4,91,1537,1425,1932,103.66,0.000%,.22441,0.09,0.03,403.0
Rest_Finance_lookup.binlist.net1,91,339,187,1550,189.48,96.703%,.22512,0.12,0.03,560.0
Rest_Finance_lookup.binlist.net2,91,179,118,568,86.70,97.802%,.22534,0.12,0.03,553.1
Rest_Finance_econdb.com,91,490,231,8344,899.82,0.000%,.22515,0.76,0.04,3445.5
Rest_Finance_api.fiscaldata.treasury.gov1,91,644,256,9340,1326.90,19.780%,.22508,2.06,0.06,9382.0
Rest_Finance_api.fiscaldata.treasury.gov2,91,268,83,1339,194.76,19.780%,.22535,6.21,0.04,28213.9
Rest_Finance_api.fiscaldata.treasury.gov3,91,359,84,1525,274.83,19.780%,.22538,11.63,0.04,52828.6
Rest_Finance_api.fiscaldata.treasury.gov4,91,649,80,3017,493.91,19.780%,.22540,13.97,0.04,63465.9
Rest_Finance_api.mfapi.in,91,862,711,1419,132.08,0.000%,.22509,0.16,0.03,736.0
Rest_Finance_api.fiscaldata.treasury.gov5,91,308,84,1055,248.40,24.176%,.22581,7.91,0.04,35874.4
Rest_Finance_api.fiscaldata.treasury.gov6,91,277,82,1199,253.67,24.176%,.22570,5.88,0.04,26677.7
Rest_Game_amiiboapi1,91,1152,899,1648,138.91,0.000%,.22494,2.82,0.03,12857.0
Rest_Game_amiiboapi2,91,656,2,1277,180.54,1.099%,.22515,13.19,0.03,59983.7
Rest_Game_amiiboapi3,91,324,252,884,113.80,0.000%,.22514,1.69,0.03,7698.0
Rest_Game_cheapshark1,91,246,57,2083,271.71,43.956%,.22504,1.71,0.03,7799.3
Rest_Game_cheapshark2,91,187,19,3409,425.88,43.956%,.22524,4.64,0.04,21116.9
Rest_Game_cheapshark3,91,72,16,288,50.06,43.956%,.22523,0.34,0.03,1536.2
Rest_Game_crafatar1,91,215,68,1684,217.06,0.000%,.22498,0.20,0.04,925.1
Rest_Game_digimoncard,91,232,44,705,138.61,32.967%,.22508,0.29,0.07,1296.6
Rest_Game_digimon-api1,91,346,164,1887,257.98,0.000%,.22509,4.59,0.03,20877.0
Rest_Game_digimon-api2,91,180,96,2133,227.18,0.000%,.22519,0.78,0.03,3530.5
Rest_Music_a10.gaanacdn,91,726,69,5667,797.32,0.000%,.22384,39.31,0.04,179820.0
Rest_Music_binaryjazz.us,91,357,162,2718,279.80,0.000%,.22390,0.28,0.03,1289.1
Rest_Music_jiosaavn,91,2108,954,3649,482.22,1.099%,.22302,17.65,0.03,81062.3
Rest_Music_api.lyrics.ovh1,91,548,355,1085,159.94,0.000%,.22386,0.35,0.03,1590.0
Rest_Music_api.lyrics.ovh2,91,307,163,933,146.82,0.000%,.22407,0.41,0.03,1892.0
Rest_Music_s3.amazonaws1,91,385,116,1168,240.43,0.000%,.22389,3.76,0.03,17211.0
Rest_Music_api.lyrics.ovh3,91,285,177,730,98.48,0.000%,.22389,0.25,0.03,1129.0
Rest_Music_api.lyrics.ovh4,91,284,173,842,110.80,0.000%,.22381,0.50,0.03,2293.0
Rest_Music_api.lyrics.ovh5,91,280,163,617,102.86,0.000%,.22381,0.31,0.03,1431.0
Rest_Music_api.lyrics.ovh6,91,276,158,680,105.78,0.000%,.22378,0.32,0.03,1467.0
Rest_Social_a.4cdn.org,91,368,78,2086,352.95,0.000%,.22355,7.98,0.03,36573.1
Rest_Social_hacker-news1,91,291,87,3244,375.22,0.000%,.22360,0.16,0.04,749.0
Rest_Social_hacker-news2,91,85,36,344,56.39,0.000%,.22373,0.14,0.04,629.0
Rest_Social_hacker-news3,91,91,36,647,83.87,0.000%,.22367,0.25,0.04,1141.0
Rest_Social_hacker-news4,91,89,37,360,67.44,0.000%,.22351,0.51,0.04,2346.0
Rest_Social_hacker-news5,91,96,37,507,76.34,0.000%,.22346,0.16,0.04,745.0
Rest_Social_hacker-news6,91,91,35,374,61.37,0.000%,.22336,0.11,0.04,488.0
Rest_Social_opencollective.com1,91,2167,197,9065,1909.97,0.000%,.21894,89.56,0.03,418884.8
Rest_Social_opencollective.com2,91,108,39,833,107.11,0.000%,.22226,1.49,0.03,6882.8
Rest_Social_opencollective.com3,91,105,37,533,79.67,0.000%,.22259,1.42,0.04,6542.8
Rest_Security_data.police.uk1,91,1494,393,9219,1445.82,12.088%,.22241,0.61,0.03,2804.0
Rest_Security_http-observatory.security.mozilla1,91,440,137,2688,309.25,0.000%,.22274,0.69,0.04,3153.0
Rest_Security_http-observatory.security.mozilla2,91,128,74,370,60.85,0.000%,.22297,0.12,0.04,567.0
Rest_Security_http-observatory.security.mozilla3,91,158,101,356,55.90,0.000%,.22293,0.19,0.04,855.9
Rest_Security_tls-observatory.services.mozilla1,91,361,108,1683,285.25,0.000%,.22274,0.75,0.04,3450.3
Rest_Security_tls-observatory.services.mozilla2,91,160,78,829,131.12,0.000%,.22280,1.37,0.03,6296.3
Rest_Security_tls-observatory.services.mozilla3,91,144,78,1354,141.37,0.000%,.22275,0.76,0.04,3473.5
Rest_Security_tls-observatory.services.mozilla4,91,140,69,465,83.06,0.000%,.22269,0.16,0.04,739.0
Rest_Security_data.police.uk2,91,911,98,2834,919.96,8.791%,.22265,0.60,0.03,2765.5
Rest_Security_data.police.uk3,91,1066,99,2714,901.36,7.692%,.22248,0.70,0.03,3202.5
Rest_Transport_api.aviationapi,91,20804,1445,42861,13024.52,0.000%,.21138,639.28,0.03,3096893.3
Rest_Transport_bcferriesapi.ca1,91,725,235,1871,447.36,0.000%,.21406,11.95,0.03,57152.6
Rest_Transport_bcferriesapi.ca2,91,964,440,2579,466.62,0.000%,.21410,5.67,0.08,27094.5
Rest_Transport_refugerestrooms1,91,26803,3231,30964,6837.05,75.824%,.20026,0.44,0.05,2231.5
Rest_Transport_refugerestrooms2,91,4904,0,30219,9565.26,80.220%,.20169,0.37,0.01,1884.5
Rest_Transport_refugerestrooms3,91,30114,25455,31028,614.95,97.802%,.18999,0.26,0.03,1380.8
Rest_Transport_refugerestrooms4,91,5441,0,30557,11229.99,92.308%,.20066,0.44,0.01,2238.4
Rest_Transport_myttc.ca,91,428,180,3132,409.47,0.000%,.21000,1.41,0.03,6858.0
Rest_Transport_v0.ovapi1,91,1853,760,7331,1250.89,0.000%,.20871,104.12,0.02,510859.8
Rest_Transport_v0.ovapi2,91,1450,266,9601,1571.56,0.000%,.20836,113.75,0.03,559048.7
Rest_Movie_anapioficeandfire1,91,177,76,584,105.97,0.000%,.20844,0.33,0.03,1637.6
Rest_Movie_anapioficeandfire2,91,119,31,1231,167.24,0.000%,.20859,4.86,0.03,23865.6
Rest_Movie_breakingbadquotes1,91,191,84,1234,137.09,0.000%,.20855,0.11,0.03,556.0
Rest_Movie_breakingbadquotes2,91,79,35,388,56.76,0.000%,.20875,0.20,0.03,965.3
Rest_Movie_finalspaceapi1,91,185,94,507,79.26,0.000%,.20870,0.35,0.03,1732.0
Rest_Movie_finalspaceapi2,91,107,28,974,147.72,0.000%,.20890,3.07,0.03,15041.8
Rest_Movie_gameofthronesquotes1,91,197,96,1285,148.20,0.000%,.20888,0.13,0.03,653.9
Rest_Movie_gameofthronesquotes2,91,94,39,1094,122.50,0.000%,.20899,0.30,0.03,1485.5
Rest_Movie_lucifer-quotes1,91,281,178,1359,138.36,0.000%,.20884,0.12,0.03,609.9
Rest_Movie_lucifer-quotes2,91,162,120,329,49.02,0.000%,.20898,0.23,0.03,1137.0
Rest_Weather_7timer1,91,2022,98,5928,1879.06,0.000%,.20623,3.09,0.04,15320.9
Rest_Weather_7timer2,91,648,128,2821,463.49,0.000%,.20616,1.66,0.07,8227.0
Rest_Weather_api.open-meteo1,91,462,298,3435,368.55,0.000%,.20614,1.21,0.05,5987.6
Rest_Weather_api.open-meteo2,91,175,104,577,99.12,0.000%,.20640,2.67,0.05,13249.4
Rest_Weather_api.open-meteo3,91,952,618,3457,427.76,0.000%,.20615,41.77,0.05,207461.3
Rest_Weather_tilecache.rainviewer1,91,169,72,609,84.38,0.000%,.20660,1.78,0.03,8836.0
Rest_Weather_tilecache.rainviewer2,91,46,20,176,28.52,100.000%,.20668,0.10,0.04,507.0
Rest_Weather_api.weather.gov1,91,123,28,513,81.81,0.000%,.20666,0.75,0.03,3731.2
Rest_Weather_api.weather.gov2,91,77,15,488,64.47,0.000%,.20681,3.73,0.03,18491.0
Rest_Weather_tilecache.rainviewer3,91,48,20,266,35.92,100.000%,.20702,0.10,0.04,507.0
TOTAL,14090,3812,0,1782631,19240.17,8.105%,6.24251,809.10,1.03,132722.4
