Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
GraphQL_business_SpaceX_5,1000,4966,180,162439,13967.56,0.00%,1.87375,0.83,1.33,455
GraphQL_business_SpaceX_6,1000,8218,183,109218,19845.05,0.00%,1.87455,1.35,0.97,736
GraphQL_business_SpaceX_7,1000,6363,215,355938,21951.26,0.00%,1.61729,25.01,0.75,15834
GraphQL_business_SpaceX_8,1000,1272,174,206095,8314.96,0.00%,1.61674,0.8,0.79,505
GraphQL_business_SpaceX_9,1000,3375,179,190625,12529.33,0.00%,1.6173,3.04,1.06,1925
GraphQL_business_SpaceX_10,1000,6868,179,225325,20221.8,0.00%,1.61795,11.96,0.75,7569
GraphQL_calendar_1,1000,76557,139,3047138,409417.09,2.55%,0.20217,23.43,0.03,118669.5
GraphQL_calendar_2,1000,17651,108,300670,40135.75,0.00%,1.5446,396.41,0.26,262801.7
GraphQL_calendar_3,1000,16637,93,387220,39886.92,0.00%,1.32964,341.24,0.23,262802.2
GraphQL_calendar_4,1000,13915,87,258560,32063.29,0.00%,1.32939,341.18,0.23,262802.1
GraphQL_calendar_5,1000,9460,70,2732006,111523.25,0.16%,0.21176,15.48,0.03,74869.6
GraphQL_calendar_6,1000,10623,91,252031,24510.99,0.00%,1.32702,344,0.18,265451.1
GraphQL_calendar_7,1000,9979,88,249088,22124.78,0.00%,1.32693,343.98,0.18,265451.7
GraphQL_calendar_8,1000,21561,78,2831380,175949.77,0.82%,0.20868,53.66,0.03,263302.9
GraphQL_calendar_9,1000,15247,82,2757705,113291.1,0.16%,0.21324,55.19,0.03,265021.3
GraphQL_calendar_10,1000,14295,86,2489201,103550.25,0.16%,0.23499,60.82,0.03,265020.4
GraphQL_develop_github_1,1000,34591,238,2947273,285919.21,15.49%,0.19429,0.97,0.08,5091.4
GraphQL_develop_github_2,1000,15135,0,2782678,189140.46,15.50%,0.202,1.88,0.08,9547.3
GraphQL_develop_github_3,1000,20579,83,2986580,221907.05,15.41%,0.19351,2.05,0.09,10834.9
GraphQL_develop_github_4,1000,23532,0,2853225,213821.77,17.54%,0.19839,23.95,0.13,123603.7
GraphQL_develop_github_5,1000,13631,0,2475361,174440.81,28.86%,0.22443,1.67,0.08,7632.6
GraphQL_develop_github_6,1000,19054,0,2768530,215999.17,29.69%,0.19863,0.8,0.11,4137
GraphQL_develop_github_7,1000,10240,0,2720140,156122.94,30.24%,0.19988,0.64,0.08,3284.6
GraphQL_develop_github_8,1000,13914,0,2662583,179513.41,30.69%,0.20323,0.65,0.08,3277
GraphQL_develop_github_9,1000,18494,85,2525549,203739.56,31.20%,0.21367,0.87,0.09,4161.3
GraphQL_develop_github_10,1000,6045,0,2830083,118114.32,31.59%,0.19055,0.88,0.08,4736.9
GraphQL_develop_github_11,1000,6038,0,2907394,121437.85,31.47%,0.18783,0.66,0.1,3592.1
GraphQL_develop_github_12,1000,13910,84,2835191,179289.46,32.93%,0.1887,0.66,0.1,3583.4
GraphQL_develop_github_13,1000,5764,85,2690205,112774.44,33.45%,0.20317,0.71,0.11,3578.7
GraphQL_develop_github_14,1000,1133,1,42902,3400.22,34.04%,1.23004,4.29,0.65,3572.4
GraphQL_develop_github_15,1000,5505,84,2342279,98315.32,34.74%,0.22786,0.79,0.12,3567.8
GraphQL_develop_github_16,1000,1166,0,49580,4083.75,34.45%,1.22819,4.79,0.57,3992.2
GraphQL_develop_github_17,1000,1272,84,51915,4289.06,34.45%,1.22793,4.79,0.57,3994.9
GraphQL_develop_github_18,1000,6184,83,2925813,122877.69,34.81%,0.18248,0.74,0.08,4126.4
GraphQL_develop_github_19,1000,1030,85,99053,5294.51,36.46%,1.22597,2.27,0.49,1897.9
GraphQL_develop_github_20,1000,921,83,31365,2716.67,35.58%,1.22599,2.81,0.49,2346
GraphQL_fakeemail_country_1,1000,1531,26,192671,9962.26,0.00%,1.22635,1.11,0.3,924.4
GraphQL_fakeemail_country_2,1000,598,7,189321,8022.98,0.00%,1.22702,1.11,0.32,924.4
GraphQL_fakeemail_country_3,1000,285,6,50234,2175.91,0.00%,1.22706,1.11,0.49,924.4
GraphQL_fakeemail_country_4,1000,430,7,70886,3915.34,0.00%,1.2271,1.11,0.49,924.4
GraphQL_fakeemail_country_5,1000,695,6,128465,8090,0.00%,1.22713,1.11,0.53,924.4
GraphQL_fakeemail_country_6,1000,599,7,128465,7632.35,0.00%,1.22716,1.11,0.34,924.4
GraphQL_fakeemail_country_7,1000,228,6,15664,1130.3,0.00%,1.22716,1.11,0.35,924.4
GraphQL_fakeemail_country_8,1000,179,6,20981,1025.65,0.00%,1.22716,1.11,0.31,924.4
GraphQL_fakeemail_country_9,1000,89,6,4845,342.85,0.00%,1.22716,1.11,0.37,924.4
GraphQL_fakeemail_country_10,1000,193,6,27453,1224.77,0.00%,1.22731,1.11,0.37,924.5
GraphQL_finance_1,1000,6504,132,2311369,97164.82,18.94%,0.22718,0.11,0.09,488.4
GraphQL_finance_2,1000,1886,66,49867,4095.42,31.56%,1.22929,0.55,0.58,458.3
GraphQL_finance_3,1000,2020,67,111958,7078.66,32.45%,1.22937,0.55,0.49,457.5
GraphQL_finance_4,1000,2288,68,94057,8810.51,30.50%,1.22941,0.55,0.51,459.2
GraphQL_finance_5,1000,1322,66,49865,3388.8,32.62%,1.22929,0.51,0.4,426.3
GraphQL_finance_6,1000,1304,68,30096,2149.57,33.69%,1.22929,0.46,0.48,383.4
GraphQL_finance_7,1000,1393,70,52589,2712.03,32.98%,1.22935,1.59,0.58,1327.6
GraphQL_finance_8,1000,1360,70,18694,1857.61,33.69%,1.22922,1.64,0.56,1364.1
GraphQL_finance_9,1000,1318,65,32104,2115.31,33.69%,1.22925,0.6,0.67,500.8
GraphQL_finance_10,1000,1288,64,20029,1939.82,34.22%,1.22926,0.45,0.65,373
GraphQL_game_1,1000,7347,769,241249,14384.22,0.89%,1.22691,371.47,1.89,310030.8
GraphQL_game_2,1000,4705,413,242756,10750.25,0.00%,1.22873,375.33,1.9,312788
GraphQL_game_3,1000,1710,111,7344,1156.29,0.00%,1.22975,0.76,2.32,632
GraphQL_game_4,1000,1868,109,98951,4232.14,0.00%,1.22978,0.76,2.32,632
GraphQL_game_5,1000,5029,473,250601,11348.12,0.18%,1.22873,374.66,1.9,312233.7
GraphQL_game_6,1000,1775,87,30333,1701.13,0.18%,1.22992,0.73,2.1,609.2
GraphQL_game_7,1000,1531,86,8914,1043.92,0.00%,1.22988,0.85,1.9,709
GraphQL_game_8,1000,1536,87,8940,1154.63,0.00%,1.22989,1.08,1.9,896
GraphQL_game_9,1000,1858,87,63639,3641.14,0.18%,1.23001,1.64,1.9,1361.8
GraphQL_game_10,1000,1800,97,18677,1474.69,0.18%,1.22981,17.36,1.99,14453.6
GraphQL_music_1,1000,1437,67,68982,3108.34,34.04%,1.2296,1.47,0.34,1226.4
GraphQL_music_2,1000,1140,68,22497,1427.11,44.33%,1.22961,0.55,0.68,461.4
GraphQL_music_3,1000,1095,67,5769,1027.17,45.92%,1.22683,1.29,0.34,1076.5
GraphQL_music_4,1000,1210,67,7700,1106.35,42.91%,1.22668,1.34,0.34,1114.5
GraphQL_music_5,1000,1339,65,106072,4577.53,39.89%,1.22669,1.38,0.34,1152.5
GraphQL_music_6,1000,1218,67,17745,1381.82,40.25%,1.22667,1.38,0.34,1148.1
GraphQL_music_7,1000,1465,65,94144,5061.67,45.39%,1.22674,1.3,0.34,1083.2
GraphQL_music_8,1000,1294,67,105982,4560.18,42.02%,1.22678,1.35,0.34,1125.7
GraphQL_music_9,1000,1366,62,109942,4933.76,43.26%,1.22691,1.33,0.34,1113.1
GraphQL_music_10,1000,1050,58,7982,1100.56,42.02%,1.2268,1.35,0.34,1125.7
GraphQL_social_fake _1,1000,28480,40,2550191,202961.75,81.03%,0.19974,0.49,0.01,2514.2
GraphQL_social_fake _2,1000,76764,45,2852051,400317.98,81.79%,0.18,12.12,0.02,68966.1
GraphQL_social_fake _3,1000,27914,0,972148,134668.08,83.70%,0.40551,1.41,0.02,3573
GraphQL_social_fake _4,1000,13717,56,968220,70887.75,81.69%,0.40549,1.38,0.03,3478.9
GraphQL_social_fake _5,1000,16986,43,2799416,132624.88,81.69%,0.17771,0.43,0.01,2498.5
GraphQL_social_fake _6,1000,15476,51,972160,82352.84,81.65%,0.40476,0.99,0.02,2492.4
GraphQL_social_fake _7,1000,15561,51,972143,81776.54,81.28%,0.39509,2.64,0.03,6832.4
GraphQL_social_fake _8,1000,17081,34,964612,91051.56,82.39%,0.39506,1.07,0.03,2771.9
GraphQL_social_fake _9,1000,20530,40,972100,107649.95,81.47%,0.38705,0.94,0.03,2491.7
GraphQL_social_fake _10,1000,15457,54,968229,81357.7,81.65%,0.38702,0.99,0.03,2624.4
GraphQL_security_fake _1,1000,496,53,101511,4585.8,84.59%,0.38699,0.75,0.11,1996.5
GraphQL_security_fake _2,1000,108,30,2921,312.11,88.26%,0.38701,0.56,0.11,1493.7
GraphQL_security_fake _3,1000,327,31,59062,3117.72,88.99%,0.38701,1.49,0.13,3946.4
GraphQL_security_fake _4,1000,390,31,130626,5642.39,89.91%,0.38701,0.67,0.11,1779.2
GraphQL_security_fake _5,1000,174,31,8666,721.25,90.28%,0.38701,3.61,0.13,9546.9
GraphQL_security_fake _6,1000,87,32,7704,399.06,92.11%,0.38701,0.33,0.11,875.9
GraphQL_security_fake _7,1000,111,32,7279,419.08,93.03%,0.38701,0.37,0.15,983.1
GraphQL_security_fake _8,1000,120,31,5867,393.72,93.03%,0.38698,0.33,0.12,877.9
GraphQL_security_fake _9,1000,108,30,7342,490.88,92.48%,0.38698,0.33,0.12,878.4
GraphQL_security_fake _10,1000,76,31,6523,317.32,91.93%,0.38698,0.33,0.14,885.1
GraphQL_transport_1,1000,20127,92,2418295,130961.46,85.51%,0.21027,0.51,0.01,2469.5
GraphQL_transport_2,1000,30434,36,2837723,188676,84.93%,0.17502,0.42,0.01,2468.1
GraphQL_transport_3,1000,10320,35,958593,40951.18,83.95%,0.3843,0.93,0.03,2489.3
GraphQL_transport_4,1000,13714,35,966698,70791.39,83.95%,0.38439,0.93,0.03,2487.7
GraphQL_transport_5,1000,13776,36,960806,70644.58,83.58%,0.38204,0.93,0.03,2484.9
GraphQL_transport_6,1000,20725,35,960673,107307.12,83.21%,0.38211,0.9,0.03,2424.6
GraphQL_transport_7,1000,14297,34,966110,72493.24,82.29%,0.38211,0.9,0.03,2416.5
GraphQL_transport_8,1000,8343,33,31050,3998.91,81.92%,0.38235,0.9,0.03,2419.8
GraphQL_transport_9,1000,17357,33,967062,86000.48,81.92%,0.37858,0.9,0.03,2423.9
GraphQL_transport_10,1000,11998,34,969327,49040.52,80.81%,0.37866,0.9,0.03,2436.6
GraphQL_movie_star_war_1,1000,11216,94,966118,46434.16,80.44%,0.37873,1.32,0.04,3569.2
GraphQL_movie_star_war_2,1000,17726,37,2262462,115605.92,79.89%,0.21433,0.62,0.02,2969.3
GraphQL_movie_star_war_3,1000,13513,38,966134,63599.3,79.11%,0.37722,1.03,0.03,2802.6
GraphQL_movie_star_war_4,1000,10458,38,358960,30243.73,78.19%,0.37722,0.98,0.03,2658.4
GraphQL_movie_star_war_5,1000,13921,36,968169,65515.09,77.26%,0.37722,0.86,0.04,2321.6
GraphQL_movie_star_war_6,1000,9011,41,356022,21578.79,76.16%,0.37722,1.43,0.05,3878.5
GraphQL_movie_star_war_7,1000,9022,37,356127,21592.47,75.97%,0.37722,0.84,0.04,2285.6
GraphQL_movie_star_war_8,1000,8719,37,363286,18636.94,75.60%,0.37717,1.18,0.06,3212.4
GraphQL_movie_star_war_9,1000,11516,37,359124,32682.2,75.23%,0.37717,0.99,0.03,2678.4
GraphQL_movie_star_war_10,1000,13884,42,2415377,105942.13,73.94%,0.17649,0.79,0.03,4587.2
GraphQL_weather_1,1000,125,29,21026,947.14,0.19%,0.37647,4.02,0.05,10946
GraphQL_weather_2,1000,197,66,42799,1860.57,0.19%,0.37648,0.22,0.04,597.8
GraphQL_weather_3,1000,195,37,24733,1255.6,0.00%,0.3765,21.11,0.05,57424.9
GraphQL_weather_4,1000,31,10,2099,131.07,0.00%,0.37653,3.09,0.05,8404
GraphQL_weather_5,1000,281,42,76283,3375.08,0.00%,0.37652,32.3,0.05,87840.8
GraphQL_weather_6,1000,47,11,3418,209.08,0.00%,0.37655,2.95,0.05,8030
GraphQL_weather_7,1000,31,10,1435,106.05,0.00%,0.37655,2.74,0.05,7454
GraphQL_weather_8,1000,29,9,3320,158.18,0.00%,0.37655,0.48,0.05,1305
GraphQL_weather_9,1000,26,10,1143,70.82,0.00%,0.37655,3.08,0.05,8378
GraphQL_weather_10,1000,47,10,6875,320.66,0.00%,0.37655,4.03,0.05,10961
TOTAL,93481,19643,0,3108092,194768.45,37.40%,28.44631,754.81,13.8,27171.2
