Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
GraphQL_music_9,20,154,139,182,8.08,0.000%,6.35324,10.27,1.75,1656.0
GraphQL_music_10,20,163,147,322,37.00,0.000%,6.34115,10.25,1.75,1656.0
GraphQL_social_fake _1,20,233,101,657,115.65,0.000%,6.44330,7.60,2.28,1207.7
GraphQL_social_fake _2,20,564,161,2339,584.11,0.000%,6.04778,2161.99,3.15,366065.2
GraphQL_social_fake _3,20,492,56,1351,505.94,0.000%,5.24797,38.70,1.90,7551.7
GraphQL_social_fake _4,20,206,55,1013,241.97,0.000%,5.13479,32.27,1.86,6435.4
GraphQL_social_fake _5,20,119,49,263,76.02,0.000%,5.22466,5.51,1.90,1079.3
GraphQL_social_fake _6,20,127,49,436,93.86,0.000%,5.07099,5.17,1.58,1043.5
GraphQL_social_fake _7,20,345,76,1088,324.59,0.000%,5.03525,119.37,2.38,24275.8
GraphQL_social_fake _8,20,218,52,801,194.38,0.000%,4.93583,12.60,2.20,2613.9
GraphQL_social_fake _9,20,121,50,251,69.09,0.000%,4.98380,5.20,2.22,1068.0
GraphQL_social_fake _10,20,158,53,266,83.96,0.000%,4.99251,8.85,1.84,1815.0
GraphQL_security_fake _1,20,87,54,122,18.12,75.000%,5.10204,13.44,1.39,2698.2
GraphQL_security_fake _2,20,49,31,272,51.32,75.000%,5.18269,11.13,1.41,2198.2
GraphQL_security_fake _3,20,53,32,254,47.39,75.000%,5.17063,39.66,1.72,7855.0
GraphQL_security_fake _4,20,41,32,56,7.14,75.000%,5.18538,15.81,1.46,3122.2
GraphQL_security_fake _5,20,43,32,63,11.93,75.000%,5.19751,117.63,1.79,23174.5
GraphQL_security_fake _6,20,48,31,257,48.45,75.000%,5.23697,4.54,1.47,887.6
GraphQL_security_fake _7,20,38,30,56,7.12,75.000%,5.24797,6.51,2.03,1271.2
GraphQL_security_fake _8,20,53,32,250,49.04,75.000%,5.23697,4.59,1.61,896.5
GraphQL_security_fake _9,20,40,31,62,7.52,75.000%,5.22193,4.57,1.61,896.5
GraphQL_security_fake _10,20,43,31,141,23.11,75.000%,5.23149,4.67,1.92,913.5
GraphQL_transport_1,20,675,246,1525,412.37,0.000%,4.84144,2.49,2.16,527.0
GraphQL_transport_2,20,334,41,1040,227.45,0.000%,6.55308,3.35,2.92,523.0
GraphQL_transport_3,20,330,39,974,250.98,0.000%,6.60720,5.33,2.96,826.0
GraphQL_transport_4,20,281,48,744,184.74,0.000%,5.83260,4.74,2.61,832.0
GraphQL_transport_5,20,355,47,779,228.85,0.000%,5.33333,4.42,2.39,848.0
GraphQL_transport_6,20,326,41,948,258.36,0.000%,5.81058,2.99,2.59,527.0
GraphQL_transport_7,20,416,63,981,227.80,0.000%,5.63380,3.65,2.51,663.0
GraphQL_transport_8,20,344,49,691,157.27,0.000%,6.12745,3.99,2.73,667.0
GraphQL_transport_9,20,345,49,769,240.79,0.000%,7.25426,4.79,3.23,676.0
GraphQL_transport_10,20,277,49,881,209.95,0.000%,8.39983,7.10,3.75,865.0
GraphQL_movie_star_war_1,20,235,128,607,112.81,0.000%,9.91572,65.58,4.90,6772.0
GraphQL_movie_star_war_2,20,122,45,225,66.44,0.000%,11.10494,39.67,4.18,3658.0
GraphQL_movie_star_war_3,20,166,48,462,106.30,0.000%,10.06543,27.38,3.29,2785.0
GraphQL_movie_star_war_4,20,137,46,250,74.54,0.000%,9.66651,20.13,3.29,2132.0
GraphQL_movie_star_war_5,20,133,43,268,74.56,0.000%,9.65251,6.44,4.17,683.0
GraphQL_movie_star_war_6,20,144,55,248,72.70,0.000%,9.79912,70.21,5.47,7337.0
GraphQL_movie_star_war_7,20,132,45,230,70.70,0.000%,9.67586,5.89,4.42,623.0
GraphQL_movie_star_war_8,20,127,44,256,69.83,0.000%,8.92061,38.85,5.53,4460.0
GraphQL_movie_star_war_9,20,114,44,224,66.43,0.000%,9.10332,20.38,2.75,2293.0
GraphQL_movie_star_war_10,20,139,50,330,83.36,0.000%,9.10332,85.97,6.27,9670.0
GraphQL_weather_1,20,105,41,151,29.47,0.000%,9.33271,99.90,1.27,10961.0
GraphQL_weather_2,20,97,78,172,21.20,0.000%,9.29800,5.40,1.09,595.0
GraphQL_weather_3,20,363,91,1416,391.02,0.000%,8.92061,500.26,1.26,57425.0
GraphQL_weather_4,20,27,13,40,9.14,0.000%,18.48429,151.70,2.51,8404.0
GraphQL_weather_5,20,200,115,270,43.62,0.000%,17.24138,1478.99,2.22,87840.0
GraphQL_weather_6,20,35,23,56,8.62,0.000%,20.00000,156.84,2.71,8030.0
GraphQL_weather_7,20,37,17,59,10.64,0.000%,19.21230,139.85,2.61,7454.0
GraphQL_weather_8,20,31,14,52,9.64,0.000%,18.93939,24.14,2.42,1305.0
GraphQL_weather_9,20,32,13,58,13.26,0.000%,19.23077,157.34,2.61,8378.0
GraphQL_weather_10,20,32,13,75,15.02,0.000%,19.82161,212.17,2.69,10961.0
TOTAL,3000,254,6,2828,289.89,6.467%,75.55914,3176.92,39.25,43054.6
